C.,S.,C. & S.,Basic data and indicators,...5,...6,...7,...8,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,...37
764,1.2,764-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,6952,7244,7294,7843,8651,9579,10133,10873,10082,11737,11567,13822,14464,14584,14150,15936,19230,22354,26547,24810,29923,32530,35592,38178,..,NA
764,1.3,764-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,189,236,361,500,517,618,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
764,1.4,764-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
626,0,626-0,TIMOR-LESTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air at Dili Airport.
626,1.1,626-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
626,1.2,626-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,14,22,36,44,40,51,58,79,60,61.6,65.599999999999994,73.900000000000006,74.599999999999994,74.8,NA
626,1.3,626-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
626,1.4,626-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
768,0,768-0,TOGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ From 2013 including nationals residing abroad.
768,1.1,768-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
768,1.2,768-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,THS,53,58,92,69,70,60,57,58,61,83,81,94,86,74,150,202,300,235,327,282,273,338,514,573,876,NA
768,1.3,768-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,0.86,1,1,1,..,..,NA
768,1.4,768-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
776,0,776-0,TONGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Arrivals by air.
2/ Including cruise ship and yacht passengers and crew members."
776,1.1,776-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,33,31,29,35,44,43,38,45,51,51,60,54,65,65,74.7,65,68.400000000000006,57.2,59.7,65.8,72.599999999999994,86.7,86.6,77.3,..,NA
776,1.2,776-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,29,27,26,27,31,35,32,37,40,41,42,39,46,50,45.7,47.1,46,47.4,48.2,50.4,53.8,59.1,62.5,54,..,NA
776,1.3,776-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,4,4,3,8,13,8,6,8,11,10,18,15,19,15,29,17.899999999999999,22.4,9.8000000000000007,11.5,15.4,18.8,27.5,24.1,23.3,..,NA
776,1.4,776-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,2/,NA,4,4,3,8,13,8,6,8,11,10,18,15,19,15,29,17.899999999999999,22.4,9.8000000000000007,11.5,15.4,18.8,27.5,24.1,23.3,..,NA
780,0,780-0,TRINIDAD AND TOBAGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air.
780,1.1,780-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,282,317,360,377,421,503,468,451,474,501,529,534,531,482,534,490,491,504,467,455,519,492,465,501,480,NA
780,1.2,780-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,260,266,324,334,358,399,383,384,409,443,463,461,449,437,419,388,431,455,434,412,440,409,395,375,389,NA
780,1.3,780-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,22,51,36,43,63,104,85,67,65,58,66,73,82,45,115,102,60,49,33,43,79,83,70,126,91,NA
780,1.4,780-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,22,51,36,43,63,104,85,67,65,58,66,73,82,45,115,102,60,49,33,43,79,83,70,126,91,NA
788,0,788-0,TUNISIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ From 2009 including nationals residing abroad.
788,1.1,788-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,4186,3986,4392,4831,5000,5244,5663,5322,5492,6419,6975,7176,7512,7750,8507,8640,6038,..,..,..,..,..,..,..,..,NA
788,1.2,788-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,4120,3885,4263,4718,4832,5058,5387,5064,5114,5998,6378,6550,6762,7050,7797,7828,5746,6999,7352,7163,5359,5724,7052,8299,9429,NA
788,1.3,788-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,66,101,129,113,168,186,276,258,378,421,597,626,750,700,710,812,292,..,..,..,..,..,..,..,..,NA
788,1.4,788-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,66,101,129,113,168,186,276,258,378,421,597,626,750,700,710,812,292,..,..,..,..,..,..,..,..,NA
792,0,792-0,TURKEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ From 2007 Turkish citizens resident abroad are included.
2/ Arrivals by sea."
792,1.1,792-1.1,NA,NA,Total arrivals,NA,NA,Thousands,1/,VF,7727,8614,9689,9753,7487,10428,11619,13256,14030,17517,21125,19820,27215,31138,31760,32997,36769,37715,39861,41627,41114,30907,37970,46113,..,NA
792,1.2,792-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,7083,7966,9040,8960,6893,9586,10783,12790,13341,16826,20273,18916,26122,29792,30187,31364,34654,35698,37795,39811,39478,30289,37601,45768,..,NA
792,1.3,792-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,2/,NA,644,648,649,793,594,842,836,466,689,691,852,903,1093,1346,1573,1633,2115,2017,2066,1816,1636,618,369,345,..,NA
792,1.4,792-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
795,0,795-0,TURKMENISTAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,1.1,795-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,233,282,332,380,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
795,1.2,795-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,218,217,257,300,..,3.4,5.2,10.8,8.1999999999999993,14.8,11.6,5.6,8.1999999999999993,..,..,..,..,..,..,..,..,..,..,..,..,NA
795,1.3,795-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,15,65,75,80,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
795,1.4,795-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
796,0,796-0,TURKS AND CAICOS ISLANDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,1.1,796-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,757,865,899,1010,968,1069,1330,1316,1296,1243,1463,1599,NA
796,1.2,796-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,79,88,93,111,121,152,166,155,164,173,176,248,265,352,351,281,354,291.7,290.60000000000002,358,386,449,416.4,441,487,NA
796,1.3,796-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,405,514,618,655.6,676.6,779,972,930,847,827,1022,1112,NA
796,1.4,796-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,405,514,618,655.5,676.6,779,972,930,847,827,1022,1112,NA
798,0,798-0,TUVALU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ 2015-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre
798,1.1,798-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
798,1.2,798-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,0.9,1,1,1,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.3,1.4,1.3,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.7,1.6,1.7,1.2,1.1000000000000001,1.3,1.4,2.4,2.5,2.5,2.7,..,NA
798,1.3,798-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
798,1.4,798-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
800,0,800-0,UGANDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,1.1,800-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
800,1.2,800-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,160,174,175,195,189,193,205,254,305,512,468,539,642,844,807,946,1151,1197,1206,1266,1303,1323,1402,..,..,NA
800,1.3,800-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
800,1.4,800-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
804,0,804-0,UKRAINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,1.1,804-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,6127,6750,14743,12003,10990,11691,11877,12793,15161,18583,20489,21714,26162,28827,24033,24114,24535,25061,26025,13227,13025,13734,14579,14342,..,NA
804,1.2,804-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,3716,3854,7558,6208,4232,6431,9174,10517,12514,15629,17631,18936,23122,25449,20798,21203,21415,23013,24671,12712,12428,13333,14230,14104,..,NA
804,1.3,804-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,2411,2896,7185,5795,6758,5260,2703,2276,2647,2954,2858,2778,3040,3378,3235,2911,3120,2048,1354,516,597,401,349,238,..,NA
804,1.4,804-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,73,70,47,64,65,68,58,61,91,36,35,38,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
784,0,784-0,UNITED ARAB EMIRATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,1.1,784-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
784,1.2,784-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,THS,2315,2572,2476,2991,3393,3907,4134,5445,5871,6195,7126,..,..,..,..,..,..,..,..,16232,17472,18967,20394,21286,22575,NA
784,1.3,784-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
784,1.4,784-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
826,0,826-0,UNITED KINGDOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,1.1,826-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,23537,25163,25515,25745,25394,25209,22835,24180,24715,27755,29970,32713,32778,31888,31072,30398,31886,32221,33567,35337,36792,39129,41080,40283,40857,NA
826,1.2,826-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,21719,22936,23215,23710,23341,23212,20982,22307,22787,25678,28039,30654,30870,30142,29357,28911,30384,30411,31946,33604,35149,37358,39543,38664,39418,NA
826,1.3,826-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,1818,2227,2300,2035,2053,1997,1853,1873,1928,2077,1931,2059,1908,1746,1715,1487,1502,1810,1621,1733,1643,1771,1538,1619,1439,NA
826,1.4,826-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
840,0,840-0,UNITED STATES OF AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Beginning with 2014 data, automation changes in the methodology for tracking inbound visitors enabled the precise counting of one-night stays. This change likely added several percentage points to the 2014 performance, and therefore data from 2014 onwards is not comparable to previous years. 2015 changes (except Canada and Mexico) reflect a combination of additional records counted and market conditions.
2/ Includes Mexico and Canada same-day trips only."
840,1.1,840-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,79732,82756,82525,74767,75796,78343,70975,64434,62082,67606,71484,183178,175299,175703,160508,162275,147271.416,171629.897,179309.90700000001,178311.35399999999,176864.52600000001,175261.48800000001,174291.74599999998,169324.91800000001,166009,NA
840,1.2,840-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,43318,46489,47767,46377,48689,51238,46927,43581,41218,46086,49206,50977,56135,58007,55103,60010,63477.415999999997,66966.896999999997,71642.907000000007,75379.354000000007,77773.525999999998,76407.487999999998,77186.745999999999,79745.918000000005,79256,NA
840,1.3,840-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,2/,NA,36414,36267,34758,28390,27107,27105,24048,20853,20864,21520,22278,132201,119164,117696,105405,102265,83794,104663,107667,102932,99091,98854,97105,89579,86752,NA
840,1.4,840-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
850,0,850-0,UNITED STATES VIRGIN ISLANDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,1.1,850-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,1741,1779,2128,2139,1964,2396,2497,2337,2395,2620,2602,2571,2606,2435,2245,2531,2686,2640,2702,2814,2643,2574,1967,1922,2074,NA
850,1.2,850-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,454,373,393,422,484,546,527,520,538,563,594,571,587,574,563,572,567,619,590,615,642,667,535,381,..,NA
850,1.3,850-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,1287,1406,1735,1717,1481,1850,1970,1817,1857,2057,2009,2000,2019,1861,1682,1959,2119,2021,2111,2199,2001,1906,1432,1556,..,NA
850,1.4,850-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,1171,1316,1619,1616,1404,1768,1891,1739,1774,1965,1913,1903,1918,1757,1582,1859,2009,1904,1999,2084,1879,1777,1317,1431,1433,NA
858,0,858-0,URUGUAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,1.1,858-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,2177,2258,2463,2324,2273,2236,2136,1354,1508,1871,1917,1824,1815,2255,2303,2708,3244,3155,3242,3195,3286,3632,4219,3954,..,NA
858,1.2,858-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,2022,2152,2316,2163,2073,1968,1892,1258,1420,1756,1808,1749,1753,1938,2055,2353,2857,2695,2683,2682,2773,3037,3674,3469,..,NA
858,1.3,858-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,155,106,147,161,200,268,245,95,88,115,109,75,62,317,248,355,387,460,559,513,513,595,545,485,..,NA
858,1.4,858-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,64,..,..,..,..,..,..,257,206,300,284,319,428,385,321,305,278,242,..,NA
860,0,860-0,UZBEKISTAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,1.1,860-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,92,173,960,811,487,302,345,332,231,262,242,560,903,1069,1215,975,1393,1895,1969,1862,1918,2027,2690,5346,..,NA
860,1.2,860-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
860,1.3,860-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
860,1.4,860-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
548,0,548-0,VANUATU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,1.1,548-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,82,103,81,78,96,106,106,99,102,99,126,154,167,196.6,225.5,237.7,248.9,321,357,329,287,351,333,350,256,NA
548,1.2,548-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,44,46,50,52,51,58,53,49,50,61,62,68,81,90.5,100.7,97.2,94,108.2,110,109,90,95.1,109,116,121,NA
548,1.3,548-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,38,57,31,26,45,48,53,50,52,38,64,86,86,106.1,124.8,140.5,154.9,213,247,220,197,256,224,234,135,NA
548,1.4,548-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,37,56,30,25,45,48,53,50,52,38,64,86,86,106.1,124.8,140.5,154.9,213,247,220,197,256,224,234,135,NA
862,0,862-0,"VENEZUELA, BOLIVARIAN REPUBLIC OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,1.1,862-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,879,960,933,813,702,602,792,590,435,618,846,883,898,702,567,535,625,1061,1085,967,882,681,429,..,..,NA
862,1.2,862-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,700,759,814,685,587,469,584,432,337,486,706,748,756,699,562,526,595,988,986,857,789,601,427,..,..,NA
862,1.3,862-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,179,201,119,128,115,133,208,158,98,132,140,135,142,3,5,9,30,73,99,110,93,80,2,..,..,NA
862,1.4,862-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,115,133,208,158,98,132,140,135,142,3,5,9,30,73,99,110,93,80,2,..,..,NA
704,0,704-0,VIET NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Including nationals residing abroad.
2/ Including cruise and sea passengers."
